产品编码,产品名称,领料物资ID,材料规格,领料物资名称,产品/项目,单台用量,毛坯重【KG】,产品重【KG】,铝块重【KG】,铝屑重【KG】,领料单位,默认客户
SD01-61KWH-B-XC-009,SD01中横梁,SD01-61KWH-B-XC-009-YL,1261,SD01中横梁,SD01-61,1,2.61,2.214,0.2,0.196,质检部,祥鑫
SD01-61KWH-B-XC-010,SD01后横梁,SD01-61KWH-B-XC-010-YL,1271,SD01后横梁,SD01-61,1,1.545,1.435,0.035,0.075,质检部,祥鑫
SD01-61KWH-B-XC-011,SD01前加强梁,SD01-61KWH-B-XC-011-YL,79.1,SD01前加强梁,SD01-61,1,0.078,0.074,0.0,0.004,质检部,祥鑫
SD01-61KWH-B-XC-012,SD01前端检修口加强梁01,SD01-61KWH-B-XC-012-YL,79.1,SD01前端检修口加强梁01,SD01-61,1,0.041,0.037,0.0,0.004,质检部,祥鑫
SD01-61KWH-B-XC-013,SD01前端检修口加强梁02,SD01-61KWH-B-XC-013-YL,79.1,SD01前端检修口加强梁02,SD01-61,1,0.041,0.037,0.0,0.004,质检部,祥鑫
SD01-61KWH-B-XC-014,SD01后端加强纵梁01,SD01-61KWH-B-XC-014-YL,170.4,SD01后端加强纵梁01,SD01-61,1,0.086,0.084,0.0,0.002,质检部,祥鑫
SD01-61KWH-B-XC-015,SD01后端加强纵梁02,SD01-61KWH-B-XC-015-YL,170.4,SD01后端加强纵梁02,SD01-61,1,0.086,0.083,0.0,0.003,质检部,祥鑫
SD01-61KWH-B-XC-016,SD01后端加强纵梁03,SD01-61KWH-B-XC-016-YL,170.4,SD01后端加强纵梁03,SD01-61,1,0.086,0.083,0.0,0.003,质检部,祥鑫
SD01-61KWH-B-XC-017,SD01后端加强纵梁04,SD01-61KWH-B-XC-017-YL,170.4,SD01后端加强纵梁04,SD01-61,1,0.086,0.083,0.0,0.003,质检部,祥鑫
SD01-61KWH-B-XC-018,SD01后端加强横梁1,SD01-61KWH-B-XC-018-YL,267.2,SD01后端加强横梁1,SD01-61,1,0.385,0.318,0.0,0.067,质检部,祥鑫
SD01-61KWH-B-XC-019,SD01后端加强横梁2,SD01-61KWH-B-XC-019-YL,287.6,SD01后端加强横梁2,SD01-61,1,0.414,0.348,0.0,0.066,质检部,祥鑫
SD01-61KWH-B-XC-020,SD01前端吊挂,SD01-61KWH-B-XC-020-YL,50,SD01前端吊挂,SD01-61,1,0.146,0.135,0.0,0.011,质检部,祥鑫
SD01-61KWH-B-XC-021,SD01后端挂载,SD01-61KWH-B-XC-021-YL,88,SD01后端挂载,SD01-61,1,0.433,0.341,0.0,0.092,质检部,祥鑫
SD01-61KWH-B-XC-022,SD01前护板支架,SD01-61KWH-B-XC-022-YL,9.51,SD01前护板支架,SD01-61,1,0.02,0.014,0.0,0.006,质检部,祥鑫
SD01-61KWH-B-XC-023,SD01接地点支架,SD01-61KWH-B-XC-023-YL,11,SD01接地点支架,SD01-61,1,0.012,0.011,0.0,0.001,质检部,祥鑫
SD01-XC-24,SD01封堵片,SD01-XC-24-YL,27,SD01封堵片,SD01-61,1,0.008,0.006,0.0,0.002,质检部,祥鑫
SD01-XC-001,SD01-69后面板,SD01-XC-001-YL,1001.59,SD01-69后面板,SD01-69,1,0.0,0.0,0.0,0.0,质检部,祥鑫
SD01-XC-002,SD01-69右边框,SD01-XC-002-YL,185.54,SD01-69右边框,SD01-69,1,0.0,0.0,0.0,0.0,质检部,祥鑫
SD01-XC-003,SD01-69左边框,SD01-XC-003-YL,186,SD01-69左边框,SD01-69,1,0.0,0.0,0.0,0.0,质检部,祥鑫
SD01-XC-004,SD01-69后横梁1,SD01-XC-004-YL,1270,SD01-69后横梁1,SD01-69,1,0.0,0.0,0.0,0.0,质检部,祥鑫
SD01-XC-005,SD01-69后端吊挂,SD01-XC-005-YL,98,SD01-69后端吊挂,SD01-69,1,0.0,0.0,0.0,0.0,质检部,祥鑫
SD01-XC-006,SD01-69护板支架2,SD01-XC-006-YL,11,SD01-69护板支架2,SD01-69,1,0.0,0.0,0.0,0.0,质检部,祥鑫
SD01-XC-007,SD01-69右斜边框,SD01-XC-007-YL,198.5,SD01-69右斜边框,SD01-69,1,0.0,0.0,0.0,0.0,质检部,祥鑫
SD01-XC-008,SD01-69左斜边框,SD01-XC-008-YL,198.5,SD01-69左斜边框,SD01-69,1,0.0,0.0,0.0,0.0,质检部,祥鑫
SD01-XC-009,SD01-69前框梁,SD01-XC-009-YL,1317.58,SD01-69前框梁,SD01-69,1,0.0,0.0,0.0,0.0,质检部,祥鑫
SD01-XC-012,SD01-69纵梁,SD01-XC-012-YL,1302.7,SD01-69纵梁,SD01-69,1,0.0,0.0,0.0,0.0,质检部,祥鑫
SD01-XC-013,SD01-69后端加强纵梁01,SD01-XC-013/14/15/16-YL-GY,169.2,SD01-69后端加强纵梁01,SD01-69,1,0.0,0.0,0.0,0.0,质检部,祥鑫
SD01-XC-014,SD01-69后端加强纵梁02,SD01-XC-013/14/15/16-YL-GY,169.2,SD01-69后端加强纵梁01,SD01-69,1,0.0,0.0,0.0,0.0,质检部,祥鑫
SD01-XC-015,SD01-69后端加强纵梁03,SD01-XC-013/14/15/16-YL-GY,169.2,SD01-69后端加强纵梁01,SD01-69,1,0.0,0.0,0.0,0.0,质检部,祥鑫
SD01-XC-016,SD01-69后加强纵梁04,SD01-XC-013/14/15/16-YL-GY,169.2,SD01-69后端加强纵梁01,SD01-69,1,0.0,0.0,0.0,0.0,质检部,祥鑫
SD01-XC-017,SD01-69前端检修口加强梁,SD01-XC-017-YL,75.1,SD01-69前端检修口加强梁,SD01-69,1,0.0,0.0,0.0,0.0,质检部,祥鑫
SD01-XC-018,SD01-69前端检修口加强梁1,SD01-XC-018-YL,75.1,SD01-69前端检修口加强梁1,SD01-69,1,0.0,0.0,0.0,0.0,质检部,祥鑫
SD01-XC-019,SD01-69前横梁,SD01-XC-019-YL,1270,SD01-69前横梁,SD01-69,1,0.0,0.0,0.0,0.0,质检部,祥鑫
SD01-XC-020,SD01-69中横梁,SD01-XC-020-YL,1259.6,SD01-69中横梁,SD01-69,1,0.0,0.0,0.0,0.0,质检部,祥鑫
SD01-XC-021,SD01-69后端加强横梁1,SD01-XC-021-YL,267.6,SD01-69后端加强梁1,SD01-69,1,0.0,0.0,0.0,0.0,质检部,祥鑫
SD01-XC-022,SD01-69后端加强梁2,SD01-XC-022-YL,288,SD01-69后端加强梁2,SD01-69,1,0.0,0.0,0.0,0.0,质检部,祥鑫
SD01-XC-023,SD01-69前端吊挂,SD01-XC-023-YL,50,SD01-69前端吊挂,SD01-69,1,0.0,0.0,0.0,0.0,质检部,祥鑫
SD01-XC-024,SD01-69后面板-封堵片,SD01-XC-024-YL,27,SD01-69后面板-封堵片,SD01-69,1,0.0,0.0,0.0,0.0,质检部,祥鑫
SD01-XC-025,SD01-69接地点支架,SD01-XC-025-YL,11,SD01-69接地点支架,SD01-69,1,0.0,0.0,0.0,0.0,质检部,祥鑫
SD01-XC-026,SD01-69前端加强梁,SD01-XC-026-YL,75.1,SD01-69前端加强梁,SD01-69,1,0.0,0.0,0.0,0.0,质检部,祥鑫
SD01-XC-027,SD01-69左安装梁1,SD01-XC-027/28-YL-GY,1502.5,SD01-69左安装梁1,SD01-69,1,0.0,0.0,0.0,0.0,质检部,祥鑫
SD01-XC-028,SD01-69右安装梁1,SD01-XC-027/28-YL-GY,1502.5,SD01-69左安装梁1,SD01-69,1,0.0,0.0,0.0,0.0,质检部,祥鑫
500109-00276/293-10-05,SEA1横梁(公用),500109-00276/293-10-05-YL,1338.2*84.3*28,SEA1横梁(公用),SEA1/EF1E,1,3.85,3.75,0.0,0.1,机加部,联伟
500109-00276-10-01-11-L,SEA1两侧梁-左,500109-00276-10-01-11-L-YL-GY,1738.72*132*107.9,SEA1两侧梁,SEA1/EF1E,1,10.23,9.8,0.23,0.2,机加部,联伟
500109-00276-10-01-11-R,SEA1两侧梁-右,500109-00276-10-01-11-L-YL-GY,1738.72*132*107.9,SEA1两侧梁,SEA1/EF1E,1,10.23,9.8,0.23,0.2,机加部,联伟
500109-00364-10-02,SEA1后梁01,500109-00276-10-02-YL-GY,912*132*45.9,PMA1后梁01,SEA1/EF1E,1,2.29,1.89,0.0,0.4,外协,联伟
500109-00364-10-07,SEA1前补强梁,500109-00276-10-07-YL-GY,1338.2*84.3*26.5,PMA1后补强梁,SEA1/EF1E,1,3.15,3.05,0.0,0.1,质检部,联伟
500109-00406-10-03,SEA1前梁,500109-00276-10-03-YL-GY,1440*219.5*132,SEA1前梁,SEA1/EF1E,1,13.0,8.43,2.7,1.87,质检部,联伟
500109-00406-10-07,SEA1前补强梁,500109-00276-10-07-YL-GY,1338.2*84.3*26.5,PMA1后补强梁,SEA1/EF1E,1,3.15,3.05,0.0,0.1,质检部,联伟
500109-00584-10-01-11-01,SEA1两侧梁-左(584),500109-00276-10-01-11-L-YL-GY,1738.72*132*107.9,SEA1两侧梁,SEA1/EF1E,1,10.23,9.8,0.23,0.2,质检部,联伟
500109-00584-10-01-11-02,SEA1两侧梁-右(584),500109-00276-10-01-11-L-YL-GY,1738.72*132*107.9,SEA1两侧梁,SEA1/EF1E,1,10.23,9.8,0.23,0.2,质检部,联伟
500604-00169-002,SEA1底护板-01(宽),500604-00169-002-YL,1455*358*9.5,SEA1底护板-01(宽）,SEA1/EF1E,5,7.7,7.65,0.0,0.05,机加部,联伟
500604-00169-007,SEA1底护板-06(窄),500604-00169-007-YL,1455*229*9.5,SEA1底护板-06（窄）,SEA1/EF1E,1,4.75,4.7,0.0,0.05,机加部,联伟
500604-00337-CNC,SEA1底护板-CNC,500604-00337-CNC-YL,1455,SEA1底护板-CNC,SEA1/EF1E,1,37.85,36.5,0.85,0.5,质检部,联伟
500604-00409-CNC,SEA1底护板-CNC（409）,500604-00337-CNC-YL,1455,SEA1底护板-CNC,SEA1/EF1E,1,37.85,36.5,0.85,0.5,质检部,联伟
VL1-1703A4-001-01-C,VL1前横梁,VL1-1703A4-001-01-YL,1115,VL1前横梁,VL1,1,2.791,2.473,0.0,0.318,质检部,联伟
VL1-1703A4-001-03-B,VL1后横梁,VL1-1703A4-001-03-YL,1115,VL1后横梁,VL1,1,2.791,2.382,0.0,0.409,质检部,联伟
VL1-1703A4-001-04-B,VL1右边梁,VL1-1703A4_001_04-YL-GY,1436.9,VL1左右边梁,VL1,1,8.52,8.1,0.0,0.42,质检部,联伟
VL1-1703A4-001-06-B,VL1左边梁,VL1-1703A4_001_04-YL-GY,1436.9,VL1左右边梁,VL1,1,8.52,8.1,0.0,0.42,质检部,联伟
VL1-1703A4-001-09,VL1套筒,VL1-1703A4-001-09-YL,28.6,VL1套筒,VL1,1,0.044,0.044,0.0,0.0,机加部,联伟
VL1-1703A4-001-30,VL1前纵梁,VL1-1703A4-001-32-YL,465.33,VL1后纵梁,VL1,1,0.378,0.357,0.0,0.021,机加部,联伟
VL1-1703A4-001-31,VL1中纵梁,VL1-1703A4-001-31-YL,471,VL1中纵梁,VL1,1,0.384,0.384,0.0,0.0,机加部,联伟
VL1-1703A4-001-32-A,VL1后纵梁,VL1-1703A4-001-30-YL,200.93,VL1前纵梁,VL1,1,0.38,0.379,0.0,0.001,质检部,联伟
VL1-18165066-0056,VL1底部加强梁2,VL1-18165066-0056-YL,VL1-18165066-0056,VL1底部加强梁2,VL1,1,0.638,0.629,0.0,0.009,质检部,联伟
16740688-00-04,VM3中横梁1,16740688-00-04/05-YL,990,VM3中横梁1/2,VM3,1,2.265,2.125,0.08,0.06,质检部,锦佳盛
16740688-00-05,VM3中横梁2,16740688-00-04/05-YL,990,VM3中横梁1/2,VM3,1,2.265,2.185,0.045,0.035,质检部,锦佳盛
16740688-00-06,VM3中横梁3,16740688-00-06-YL,990,VM3中横梁3,VM3,1,2.755,2.655,0.05,0.05,质检部,锦佳盛
16740688-00-15,VM3加强块6,16740688-00-15-YL,27.7,VM3加强块6,VM3,1,0.029,0.022,0.0,0.007,质检部,锦佳盛
16740688-00-27-A,VM3加强件2,16740688-00-28/29-A-YL-GY,1009,VM3加强件2/3,VM3,1,1.364,1.33,0.0,0.034,质检部,锦佳盛
16740688-00-28-A,VM3加强件3,16740688-00-28/29-A-YL-GY,1009,VM3加强件2/3,VM3,1,0.0,0.0,0.0,0.0,质检部,锦佳盛
16740688-00-29-A,VM3加强件1,16740688-00-27-A-YL,1009,VM3加强件1,VM3,1,0.0,0.0,0.0,0.0,质检部,锦佳盛
16740688-00-30,VM3加强件4,16740688-00-30-YL,174.2,VM3加强件4,VM3,1,0.249,0.243,0.0,0.006,质检部,锦佳盛
16740688-00-31,VM3加强件5,16740688-00-31-YL,248.2,VM3加强件5,VM3,1,0.352,0.346,0.0,0.006,质检部,锦佳盛
16740688-00-32,VM3加强件6,16740688-00-32-YL,251.2,VM3加强件6,VM3,1,0.348,0.342,0.0,0.006,质检部,锦佳盛
16740688-00-33,VM3加强件7,16740688-00-33-YL,71.4,VM3加强件7,VM3,1,0.105,0.078,0.0,0.027,质检部,锦佳盛
16740688-00-34,VM3加强件8,16740688-00-34-YL,71.4,VM3加强件8,VM3,1,0.105,0.078,0.0,0.027,质检部,锦佳盛
16740688-00-55,VM3加强块10,16740688-00-55-YL,64.4,VM3加强块10,VM3,1,0.064,0.058,0.0,0.006,质检部,锦佳盛
16740688-00-56,VM3加强块11,16740688-00-56-YL,60.4,VM3加强块11,VM3,1,0.06,0.054,0.0,0.006,质检部,锦佳盛
16740688-00-57,VM3加强块12,16740688-00-57-YL,124.9,VM3加强块12,VM3,1,0.121,0.112,0.0,0.009,质检部,锦佳盛
16740688-00-58,VM3加强块13,16740688-00-58-YL,21.5,VM3加强块13,VM3,1,0.023,0.017,0.0,0.006,质检部,锦佳盛
17492931-00-04,VP6中横梁1,17492931-00-04-YL,960.6,VP6中横梁1,VP6,1,2.696,2.582,0.046,0.068,质检部,锦佳盛
17492931-00-05,VP6中横梁2,17492931-00-05/06-YL-GY,960.6,VP6中横梁2/3,VP6,1,2.23,2.134,0.044,0.052,质检部,锦佳盛
17492931-00-06,VP6中横梁3,17492931-00-05/06-YL-GY,960.6,VP6中横梁2/3,VP6,1,2.23,2.086,0.074,0.07,质检部,锦佳盛
17492931-00-14,VP6加强块7,17492931-00-14-YL,162,VP6加强块7,VP6,1,0.301,0.274,0.0,0.027,质检部,锦佳盛
17492931-00-25,VP6加强件1,17492931-00-25-YL,978,VP6加强件1,VP6,1,0.0,0.0,0.0,0.0,质检部,锦佳盛
17492931-00-26,VP6加强件2,17492931-00-26-YL,978,VP6加强件2,VP6,1,1.306,1.288,0.0,0.018,质检部,锦佳盛
17492931-00-27,VP6加强件4,17492931-00-27-YL,174.15,VP6加强件4,VP6,1,0.248,0.239,0.0,0.009,质检部,锦佳盛
17492931-00-28,VP6加强件5,17492931-00-28-YL,248.17,VP6加强件5,VP6,1,0.353,0.343,0.0,0.01,质检部,锦佳盛
17492931-00-29,VP6加强件6,17492931-00-29-YL,251.17,VP6加强件6,VP6,1,0.357,0.348,0.0,0.009,质检部,锦佳盛
17492931-00-30,VP6加强件7,17492931-00-30-YL,150.03,VP6加强件7,VP6,1,0.105,0.094,0.0,0.011,质检部,锦佳盛
Z22506,横梁,Z22506-YL,Z22506-YL,横梁,Z22506,1,0.51,0.49,0.0,0.02,机加部,普翼
123456789,样件,,,,打样,1,0.0,0.0,0.0,0.0,质检部,祥鑫
BD0402000168,东泽-前防撞梁,BD0402000168-YL,1341.402,东泽-前防撞梁,东泽,1,5.2652,4.73,0.0,0.5352,质检部,东泽
5050000254,亮达-左门槛内板加强版,5050000254/255-YL-GY,46600171293,亮达-左右门槛内板加强版,极氪门槛,1,0.0,0.0,0.0,0.0,质检部,亮达
5050000255,亮达-右门槛内板加强版,5050000254/255-YL-GY,46600171293,亮达-左右门槛内板加强版,极氪门槛,1,0.0,0.0,0.0,0.0,质检部,亮达
6608267564,亮达-极氪右下门槛,6608267564/565-YL-GY,2056.7,亮达-极氪左右门槛,极氪门槛,1,19.38,18.41,0.0,0.97,质检部,亮达
6608267565,亮达-极氪左下门槛,6608267564/565-YL-GY,2056.7,亮达-极氪左右门槛,极氪门槛,1,19.38,18.41,0.0,0.97,质检部,亮达
421,面板421,400-YL-GY,421,面板421-YL,面板,1,2.39,1.915,0.0,0.475,质检部,嘉龙
445-A,面板445老状态,400-YL-GY,421,面板421-YL,面板,1,2.39,1.915,0.0,0.475,质检部,嘉龙
445-B,面板445新状态,400-YL-GY,421,面板421-YL,面板,1,2.39,1.9,0.0,0.49,质检部,嘉龙
446,面板446,400-YL-GY,421,面板421-YL,面板,1,2.39,1.915,0.0,0.475,质检部,嘉龙
C33-006,面板C33-006,400-YL-GY,421,面板421-YL,面板,1,2.39,1.915,0.0,0.475,质检部,嘉龙
500110-00800-01-01-01-A,问界-81-左边梁,500110-00800-01-01-01/02-A-YL-GY,1849,问界-81-左右边梁,问界-81,1,10.125,8.42,1.0,0.705,质检部,联伟
500110-00800-01-01-02-A,问界-81-右边梁,500110-00800-01-01-01/02-A-YL-GY,1849,问界-81-左右边梁,问界-81,1,10.125,8.42,1.0,0.705,质检部,联伟
500110-00800-01-07,问界-81-支撑支架01,500110-00800-01-07-YL,135,问界-81-支撑支架01,问界-81,1,0.0,0.0,0.0,0.0,质检部,联伟
500110-00800-01-08,问界-81-线束支架,500110-00800-01-08-YL,110,问界-81-线束支架,问界-81,1,0.0,0.0,0.0,0.0,质检部,联伟
500110-00800-01-24-A,问界-81-BMS固定支架6,500110-00800-01-24-A-YL,176,问界-81-BMS固定支架6,问界-81,1,0.0,0.0,0.0,0.0,质检部,联伟
500110-00800-01-25-A,问界-81-BMS固定支架7,500110-00800-01-25-A-YL,172.5,问界-81-BMS固定支架7,问界-81,1,0.0,0.0,0.0,0.0,质检部,联伟
500110-00800-01-29-A,问界-81-BMS固定支架29,500110-00800-01-29-A-YL,176.3,问界-81-BMS固定支架29,问界-81,1,0.0,0.0,0.0,0.0,质检部,联伟
500104-00518-01-010-01-C,小卡三代-左边框,500104-00518-01-010-01/02-C-YL,1459.5,小卡三代-左右边框,小卡三代,1,12.34,11.35,0.225,0.765,质检部,联伟
500104-00518-01-010-02-C,小卡三代-右边框,500104-00518-01-010-01/02-C-YL,1459.5,小卡三代-左右边框,小卡三代,1,12.34,11.3,0.225,0.815,质检部,联伟
500104-00518-01-03-C,小卡三代-前边框梁,500104-00518-01-03-C-YL,712,小卡三代-前边框梁,小卡三代,1,2.365,1.76,0.0,0.605,质检部,联伟
500104-00518-01-04-A,小卡三代-前膨胀梁,500104-00518-01-04-A-YL,658,小卡三代-前膨胀梁,小卡三代,1,4.04,3.765,0.0,0.275,质检部,联伟
500104-00518-01-05-B,小卡三代-后膨胀梁,500104-00518-01-05-B-YL,658,小卡三代-后膨胀梁,小卡三代,1,5.09,4.63,0.0,0.46,质检部,联伟
