单据号,物资编码,物资名称,计量单位,入出库编码,入出库类型,入出库标识,库房,业务时间,数量,核算期,审核人,部门,用途,合作伙伴,单据描述,行描述,要货日期,审核时间
R260527006,500104-00518-01-05-B-YL,小卡三代-后膨胀梁,个,CRK01,采购入库,R,原材料库,2026/5/27 14:16:18,74,202605,YXL-024,,采购收货,豪美,,,2026/5/27 0:00:00,2026/5/27 14:21:20
PD202605-05210,500110-00848-01-01,F618-前梁01,件,CRK20,盘点入库,R,在制成品库,2026/5/27 14:15:25,1,202605,YXL-024,仓储部,盘点调账,,PD202605-0521,包装打不起二维码,2026/5/27 0:00:00,2026/5/27 14:21:19
ZZKCK260527015,BP76A-XC-07,BP76A-右边梁,个,CRK32,包装出库,C,在制成品库,2026/5/27 14:12:07,160,202605,YXL-ZC0008W,机加1班,包装转出,,产品包装扫码入出库,YXL260527_9072,2026/5/27 0:00:00,2026/5/27 14:15:22
CCPRK260527015,BP76A-XC-07,BP76A-右边梁,个,CRK03,完工入库,R,成品库,2026/5/27 14:12:07,160,202605,YXL-ZC0008W,机加1班,生产入库,,产品包装扫码入出库,YXL260527_9072,2026/5/27 0:00:00,2026/5/27 14:15:21
RZZ260527271,10062035-0-03,025AC左边梁,件,CRK31,检验入库,R,在制成品库,2026/5/27 14:07:48,50,202605,YXL-ZL0011,机加1班,检验入库,,产品包装扫码入库,R20260524-6046-CQYXL-1794,2026/5/27 0:00:00,2026/5/27 14:09:24
RZZ260527270,10062035-0-06,025AC中横梁,件,CRK31,检验入库,R,在制成品库,2026/5/27 14:05:49,100,202605,YXL-ZL0013W,机加1班,检验入库,,产品包装扫码入库,R20260524-6048-CQYXL-1697,2026/5/27 0:00:00,2026/5/27 14:09:22
RZZ260527270,10062035-0-06,025AC中横梁,件,CRK31,检验入库,R,在制成品库,2026/5/27 14:05:49,100,202605,YXL-ZL0013W,机加1班,检验入库,,产品包装扫码入库,R20260519-5810-CQYXL-1051,2026/5/27 0:00:00,2026/5/27 14:09:24
R260527005,2.A.02.6200-OSP00,PP-0168-前边梁,个,CRK11,外协入库,R,转序库,2026/5/27 13:56:31,200,202605,YXL-024,,外协入库,,,,2026/5/27 0:00:00,2026/5/27 14:00:21
C260527002,500109-00312-01-15,E35横梁02,个,CRK80,调拨出库,C,成品库,2026/5/27 13:48:31,253,202605,YXL-024,联伟,交付,,调拨出库扫码,YXL260527_9060,2026/5/27 0:00:00,2026/5/27 13:51:20
C260527002,500109-00312-01-16,E35横梁03,个,CRK80,调拨出库,C,成品库,2026/5/27 13:48:31,253,202605,YXL-024,联伟,交付,,调拨出库扫码,YXL260527_9061,2026/5/27 0:00:00,2026/5/27 13:51:21
C260527002,10062035-0-02,025AC前边梁,个,CRK80,调拨出库,C,成品库,2026/5/27 13:48:31,360,202605,YXL-024,联伟,交付,,调拨出库扫码,YXL260527_9062,2026/5/27 0:00:00,2026/5/27 13:51:22
C260527002,10062035-0-07,025AC纵梁,个,CRK80,调拨出库,C,成品库,2026/5/27 13:48:31,400,202605,YXL-024,联伟,交付,,调拨出库扫码,YXL260527_9059,2026/5/27 0:00:00,2026/5/27 13:51:22
C260527002,500104-00518-01-010-01-C,小卡三代-左边框,个,CRK80,调拨出库,C,成品库,2026/5/27 13:48:31,60,202605,YXL-024,联伟,交付,,调拨出库扫码,YXL260526_9049,2026/5/27 0:00:00,2026/5/27 13:51:23
C260527002,10062035-0-06,025AC中横梁,个,CRK80,调拨出库,C,成品库,2026/5/27 13:48:31,220,202605,YXL-024,联伟,交付,,调拨出库扫码,YXL260523_8960,2026/5/27 0:00:00,2026/5/27 13:51:24
C260527002,500104-00518-01-010-02-C,小卡三代-右边框,个,CRK80,调拨出库,C,成品库,2026/5/27 13:48:31,60,202605,YXL-024,联伟,交付,,调拨出库扫码,YXL260526_9045,2026/5/27 0:00:00,2026/5/27 13:51:25
C260527002,10062035-0-03,025AC左边梁,个,CRK80,调拨出库,C,成品库,2026/5/27 13:48:31,120,202605,YXL-024,联伟,交付,,调拨出库扫码,YXL260526_9037,2026/5/27 0:00:00,2026/5/27 13:51:26
C260527002,500104-00518-01-010-01-C,小卡三代-左边框,个,CRK80,调拨出库,C,成品库,2026/5/27 13:48:31,60,202605,YXL-024,联伟,交付,,调拨出库扫码,YXL260523_8959,2026/5/27 0:00:00,2026/5/27 13:51:27
C260527002,10062035-0-06,025AC中横梁,个,CRK80,调拨出库,C,成品库,2026/5/27 13:48:31,220,202605,YXL-024,联伟,交付,,调拨出库扫码,YXL260527_9064,2026/5/27 0:00:00,2026/5/27 13:51:27
C260527002,500104-00518-01-010-02-C,小卡三代-右边框,个,CRK80,调拨出库,C,成品库,2026/5/27 13:48:31,60,202605,YXL-024,联伟,交付,,调拨出库扫码,YXL260526_9044,2026/5/27 0:00:00,2026/5/27 13:51:28
C260527002,10062035-0-05,025AC前横梁,个,CRK80,调拨出库,C,成品库,2026/5/27 13:48:31,272,202605,YXL-024,联伟,交付,,调拨出库扫码,YXL260527_9063,2026/5/27 0:00:00,2026/5/27 13:51:29
ZZKCK260527014,BP76A-XC-07,BP76A-右边梁,个,CRK32,包装出库,C,在制成品库,2026/5/27 13:48:21,160,202605,YXL-ZC0008W,机加1班,包装转出,,产品包装扫码入出库,YXL260527_9071,2026/5/27 0:00:00,2026/5/27 13:51:20
CCPRK260527014,BP76A-XC-07,BP76A-右边梁,个,CRK03,完工入库,R,成品库,2026/5/27 13:48:21,160,202605,YXL-ZC0008W,机加1班,生产入库,,产品包装扫码入出库,YXL260527_9071,2026/5/27 0:00:00,2026/5/27 13:51:19
BGC260527030,10062035-0-07-YL,025AC纵梁,个,CRK04,生产领用,C,原材料库,2026/5/27 13:42:01,45,202605,YXL-JG0027,徐远平,生产,,生产领料,R20260527-6225-CQYXL,2026/5/27 0:00:00,2026/5/27 13:45:19
RZZ260527260,500110-00848-01-01,F618-前梁01,件,CRK31,检验入库,R,在制成品库,2026/5/27 13:35:54,40,202605,YXL-ZL0011,机加1班,检验入库,,产品包装扫码入库,R20260526-6213-CQYXL-1981,2026/5/27 0:00:00,2026/5/27 13:39:22
BGC260527029,500104-00518-01-05-B-YL,小卡三代-后膨胀梁,个,CRK04,生产领用,C,原材料库,2026/5/27 13:27:00,19,202605,YXL-JG0027,徐远平,生产,,生产领料,R20260527-6252-CQYXL,2026/5/27 0:00:00,2026/5/27 13:30:20
ZZKCK260527013,10062035-0-11,025AC右边梁,个,CRK32,包装出库,C,在制成品库,2026/5/27 13:21:07,120,202605,YXL-ZC0008W,机加1班,包装转出,,产品包装扫码入出库,YXL260527_9070,2026/5/27 0:00:00,2026/5/27 13:27:38
CCPRK260527013,10062035-0-11,025AC右边梁,个,CRK03,完工入库,R,成品库,2026/5/27 13:21:07,120,202605,YXL-ZC0008W,机加1班,生产入库,,产品包装扫码入出库,YXL260527_9070,2026/5/27 0:00:00,2026/5/27 13:27:36
BGC260527028,500109-00312-01-19-YL,E35纵梁,个,CRK04,生产领用,C,原材料库,2026/5/27 13:12:00,100,202605,YXL-JG0107W,劳务3,生产,,生产领料,R20260527-6259-CQYXL,2026/5/27 0:00:00,2026/5/27 13:15:20
RZZ260527253,BP76A-XC-07,BP76A-右边梁,件,CRK31,检验入库,R,在制成品库,2026/5/27 13:11:07,244,202605,YXL-ZL0013W,机加1班,检验入库,,产品包装扫码入库,R260525002-000-CQYXL-1834,2026/5/27 0:00:00,2026/5/27 13:15:20
RZZ260527251,10062035-0-05,025AC前横梁,件,CRK31,检验入库,R,在制成品库,2026/5/27 13:05:45,100,202605,YXL-ZL0011,机加1班,检验入库,,产品包装扫码入库,R20260518-5762-CQYXL-0898,2026/5/27 0:00:00,2026/5/27 13:09:21
BGC260527027,10062035-0-03/11-YL-GY,025AC左右边梁,个,CRK04,生产领用,C,原材料库,2026/5/27 13:03:01,14,202605,YXL-JG0131,李浩然,生产,,生产领料,R20260527-6222-CQYXL,2026/5/27 0:00:00,2026/5/27 13:06:17
RZZ260527250,500109-00312-01-17,E35横梁04,件,CRK31,检验入库,R,在制成品库,2026/5/27 13:01:36,100,202605,YXL-ZL0013W,机加1班,检验入库,,产品包装扫码入库,R20260518-5718-CQYXL-0962,2026/5/27 0:00:00,2026/5/27 13:03:27
ZZKCK260527012,10062035-0-04-A,025AC后边梁,个,CRK32,包装出库,C,在制成品库,2026/5/27 12:57:07,156,202605,YXL-ZC0008W,机加1班,包装转出,,产品包装扫码入出库,YXL260527_9069,2026/5/27 0:00:00,2026/5/27 13:00:21
CCPRK260527012,10062035-0-04-A,025AC后边梁,个,CRK03,完工入库,R,成品库,2026/5/27 12:57:07,156,202605,YXL-ZC0008W,机加1班,生产入库,,产品包装扫码入出库,YXL260527_9069,2026/5/27 0:00:00,2026/5/27 13:00:20
RZZ260527245,10062035-0-03,025AC左边梁,件,CRK31,检验入库,R,在制成品库,2026/5/27 12:47:03,50,202605,YXL-ZL0011,机加1班,检验入库,,产品包装扫码入库,R20260524-6046-CQYXL-1853,2026/5/27 0:00:00,2026/5/27 12:51:19
RZZ260527245,10062035-0-11,025AC右边梁,件,CRK31,检验入库,R,在制成品库,2026/5/27 12:47:03,50,202605,YXL-ZL0011,机加1班,检验入库,,产品包装扫码入库,R20260429-4638-CQYXL-8207,2026/5/27 0:00:00,2026/5/27 12:51:20
BGC260527026,500110-00799-01-02,AWT87.3-横梁01,个,CRK04,生产领用,C,二次机加库,2026/5/27 12:36:02,100,202605,YXL-JG0110W,劳务6,生产,,生产领料,R20260527-6246-CQYXL,2026/5/27 0:00:00,2026/5/27 12:39:21
ZZKCK260527011,10062035-0-03,025AC左边梁,个,CRK32,包装出库,C,在制成品库,2026/5/27 12:33:09,120,202605,YXL-ZC0008W,机加1班,包装转出,,产品包装扫码入出库,YXL260527_9067,2026/5/27 0:00:00,2026/5/27 12:36:22
ZZKCK260527011,10062035-0-03,025AC左边梁,个,CRK32,包装出库,C,在制成品库,2026/5/27 12:33:09,2,202605,YXL-ZC0008W,机加1班,包装转出,,产品包装扫码入出库,YXL260527_9068,2026/5/27 0:00:00,2026/5/27 12:36:23
CCPRK260527011,10062035-0-03,025AC左边梁,个,CRK03,完工入库,R,成品库,2026/5/27 12:33:09,2,202605,YXL-ZC0008W,机加1班,生产入库,,产品包装扫码入出库,YXL260527_9068,2026/5/27 0:00:00,2026/5/27 12:36:20
CCPRK260527011,10062035-0-03,025AC左边梁,个,CRK03,完工入库,R,成品库,2026/5/27 12:33:09,120,202605,YXL-ZC0008W,机加1班,生产入库,,产品包装扫码入出库,YXL260527_9067,2026/5/27 0:00:00,2026/5/27 12:36:21
R260527004,BP76A-XC-06,BP76A-左边梁,个,CRK11,外协入库,R,转序库,2026/5/27 12:27:06,245,202605,YXL-024,,外协入库,,,,2026/5/27 0:00:00,2026/5/27 12:30:20
R260527004,BP80-XC-05,BP80-前横梁,个,CRK11,外协入库,R,转序库,2026/5/27 12:27:06,628,202605,YXL-024,,外协入库,,,,2026/5/27 0:00:00,2026/5/27 12:30:20
BGC260527025,500104-00518-01-010-01/02-C-YL,小卡三代-左右边框,个,CRK04,生产领用,C,原材料库,2026/5/27 12:27:01,14,202605,YXL-JG0039,廖强,生产,,生产领料,R20260527-6228-CQYXL,2026/5/27 0:00:00,2026/5/27 12:30:19
RZZ260527220,500110-00799-01-03,AWT87.3-横梁02,件,CRK31,检验入库,R,在制成品库,2026/5/27 11:32:44,100,202605,YXL-ZL0013W,机加1班,检验入库,,产品包装扫码入库,R20260525-6113-CQYXL-1868,2026/5/27 0:00:00,2026/5/27 11:36:19
RZZ260527220,10062035-0-06,025AC中横梁,件,CRK31,检验入库,R,在制成品库,2026/5/27 11:30:57,59,202605,YXL-ZL0011,机加1班,检验入库,,产品包装扫码入库,R20260521-5911-CQYXL-1329,2026/5/27 0:00:00,2026/5/27 11:33:29
RZZ260527220,10062035-0-06,025AC中横梁,件,CRK31,检验入库,R,在制成品库,2026/5/27 11:30:57,35,202605,YXL-ZL0011,机加1班,检验入库,,产品包装扫码入库,R20260523-6027-CQYXL-1515,2026/5/27 0:00:00,2026/5/27 11:33:31
RZZ260527220,10062035-0-03,025AC左边梁,件,CRK31,检验入库,R,在制成品库,2026/5/27 11:30:57,2,202605,YXL-ZL0011,机加1班,检验入库,,产品包装扫码入库,R20260422-4193-CQYXL-9965,2026/5/27 0:00:00,2026/5/27 11:33:34
BGR260527024,500110-00799-01-02/03-YL-GY,AWT87.3-横梁01/02,个,CRK27,二次加工,R,二次机加库,2026/5/27 11:30:02,19,202605,YXL-JG0133,王志旭,机加生产,,生产领料,R20260526-6206-CQYXL,2026/5/27 0:00:00,2026/5/27 11:33:27
BGC260527024,500110-00799-01-02/03-YL-GY,AWT87.3-横梁01/02,个,CRK04,生产领用,C,原材料库,2026/5/27 11:30:01,19,202605,YXL-JG0133,王志旭,生产,,生产领料,R20260526-6206-CQYXL,2026/5/27 0:00:00,2026/5/27 11:33:25
ZZKCK260527010,10062035-0-04-A,025AC后边梁,个,CRK32,包装出库,C,在制成品库,2026/5/27 11:27:23,156,202605,YXL-ZC0008W,机加1班,包装转出,,产品包装扫码入出库,YXL260527_9065,2026/5/27 0:00:00,2026/5/27 11:30:21
ZZKCK260527010,500109-00677-01-09,F3-56-中部横梁,个,CRK32,包装出库,C,在制成品库,2026/5/27 11:27:23,139,202605,YXL-ZC0008W,机加1班,包装转出,,产品包装扫码入出库,YXL260527_9066,2026/5/27 0:00:00,2026/5/27 11:30:22
CCPRK260527010,500109-00677-01-09,F3-56-中部横梁,个,CRK03,完工入库,R,成品库,2026/5/27 11:27:23,139,202605,YXL-ZC0008W,机加1班,生产入库,,产品包装扫码入出库,YXL260527_9066,2026/5/27 0:00:00,2026/5/27 11:30:20
CCPRK260527010,10062035-0-04-A,025AC后边梁,个,CRK03,完工入库,R,成品库,2026/5/27 11:27:23,156,202605,YXL-ZC0008W,机加1班,生产入库,,产品包装扫码入出库,YXL260527_9065,2026/5/27 0:00:00,2026/5/27 11:30:20
BGC260527023,500109-00677-01-01-YL,F3-56-前梁01,个,CRK04,生产领用,C,原材料库,2026/5/27 11:18:01,15,202605,YXL-JG0015,王永强,生产,,生产领料,R20260527-6232-CQYXL,2026/5/27 0:00:00,2026/5/27 11:21:22
RZZ260527214,10062035-0-05,025AC前横梁,件,CRK31,检验入库,R,在制成品库,2026/5/27 11:14:12,100,202605,YXL-ZL0011,机加1班,检验入库,,产品包装扫码入库,R20260518-5762-CQYXL-0957,2026/5/27 0:00:00,2026/5/27 11:18:21
RZZ260527213,500109-00312-01-16,E35横梁03,件,CRK31,检验入库,R,在制成品库,2026/5/27 11:06:48,100,202605,YXL-ZL0013W,机加1班,检验入库,,产品包装扫码入库,R20260522-5940-CQYXL-1548,2026/5/27 0:00:00,2026/5/27 11:12:19
ZZKCK260527009,10062035-0-06,025AC中横梁,个,CRK32,包装出库,C,在制成品库,2026/5/27 11:06:14,220,202605,YXL-ZC0008W,机加1班,包装转出,,产品包装扫码入出库,YXL260527_9064,2026/5/27 0:00:00,2026/5/27 11:12:19
CCPRK260527009,10062035-0-06,025AC中横梁,个,CRK03,完工入库,R,成品库,2026/5/27 11:06:14,220,202605,YXL-ZC0008W,机加1班,生产入库,,产品包装扫码入出库,YXL260527_9064,2026/5/27 0:00:00,2026/5/27 11:12:18
RZZ260527210,500109-00677-01-10,F3-56-膨胀梁01,件,CRK31,检验入库,R,在制成品库,2026/5/27 10:59:49,90,202605,YXL-ZL0011,机加1班,检验入库,,产品包装扫码入库,R20260524-6132-CQYXL-1881,2026/5/27 0:00:00,2026/5/27 11:03:29
RZZ260527205,500109-00312-01-14,E35横梁01,件,CRK31,检验入库,R,在制成品库,2026/5/27 10:41:21,100,202605,YXL-ZL0013W,机加1班,检验入库,,产品包装扫码入库,R20260515-5576-CQYXL-0525,2026/5/27 0:00:00,2026/5/27 10:45:20
ZZKCK260527008,10062035-0-05,025AC前横梁,个,CRK32,包装出库,C,在制成品库,2026/5/27 10:36:06,272,202605,YXL-ZC0008W,机加1班,包装转出,,产品包装扫码入出库,YXL260527_9063,2026/5/27 0:00:00,2026/5/27 10:39:25
CCPRK260527008,10062035-0-05,025AC前横梁,个,CRK03,完工入库,R,成品库,2026/5/27 10:36:06,272,202605,YXL-ZC0008W,机加1班,生产入库,,产品包装扫码入出库,YXL260527_9063,2026/5/27 0:00:00,2026/5/27 10:39:24
PD202605-05201,2.A.02.6184-OSP00-YL,PP-0168-右边梁,个,CRK22,盘点出库,C,原材料库,2026/5/27 10:30:36,22,202605,YXL-024,仓储部,盘点调账,,PD202605-0520, 2026/5/25 16:24:20机加完工,2026/5/27 0:00:00,2026/5/27 10:33:26
PD202605-05201,500109-00677-01-10-YL,F3-56-膨胀梁01,个,CRK22,盘点出库,C,原材料库,2026/5/27 10:30:36,4,202605,YXL-024,仓储部,盘点调账,,PD202605-0520, 2026/5/27 3:33:19机加完工,2026/5/27 0:00:00,2026/5/27 10:33:28
PD202605-05201,500110-00848-01-01-YL,F618-前梁01,个,CRK22,盘点出库,C,原材料库,2026/5/27 10:30:36,4,202605,YXL-024,仓储部,盘点调账,,PD202605-0520, 2026/5/26 15:48:27机加完工,2026/5/27 0:00:00,2026/5/27 10:33:30
RZZ260527201,10062035-0-04-A,025AC后边梁,件,CRK31,检验入库,R,在制成品库,2026/5/27 10:24:22,100,202605,YXL-ZL0011,机加1班,检验入库,,产品包装扫码入库,R20260519-5788-CQYXL-1020,2026/5/27 0:00:00,2026/5/27 10:30:20
RZZ260527197,10062035-0-04-A,025AC后边梁,件,CRK31,检验入库,R,在制成品库,2026/5/27 10:13:16,100,202605,YXL-ZL0011,机加1班,检验入库,,产品包装扫码入库,R20260523-5998-CQYXL-1650,2026/5/27 0:00:00,2026/5/27 10:18:30
RZZ260527191,10062035-0-05,025AC前横梁,件,CRK31,检验入库,R,在制成品库,2026/5/27 9:56:38,100,202605,YXL-ZL0013W,机加1班,检验入库,,产品包装扫码入库,R20260522-5975-CQYXL-1484,2026/5/27 0:00:00,2026/5/27 10:00:20
ZZKCK260527007,10062035-0-02,025AC前边梁,个,CRK32,包装出库,C,在制成品库,2026/5/27 9:51:08,360,202605,YXL-ZC0008W,机加1班,包装转出,,产品包装扫码入出库,YXL260527_9062,2026/5/27 0:00:00,2026/5/27 9:54:29
CCPRK260527007,10062035-0-02,025AC前边梁,个,CRK03,完工入库,R,成品库,2026/5/27 9:51:08,360,202605,YXL-ZC0008W,机加1班,生产入库,,产品包装扫码入出库,YXL260527_9062,2026/5/27 0:00:00,2026/5/27 9:54:29
RZZ260527187,10062035-0-04-A,025AC后边梁,件,CRK31,检验入库,R,在制成品库,2026/5/27 9:44:56,99,202605,YXL-ZL0011,机加1班,检验入库,,产品包装扫码入库,R20260523-6117-CQYXL-1651,2026/5/27 0:00:00,2026/5/27 9:51:19
ZZKCK260527006,500109-00312-01-16,E35横梁03,个,CRK32,包装出库,C,在制成品库,2026/5/27 9:42:15,253,202605,YXL-ZC0008W,机加1班,包装转出,,产品包装扫码入出库,YXL260527_9061,2026/5/27 0:00:00,2026/5/27 9:45:21
CCPRK260527006,500109-00312-01-16,E35横梁03,个,CRK03,完工入库,R,成品库,2026/5/27 9:42:15,253,202605,YXL-ZC0008W,机加1班,生产入库,,产品包装扫码入出库,YXL260527_9061,2026/5/27 0:00:00,2026/5/27 9:45:20
BGC260527019,10062035-0-03/11-YL-GY,025AC左右边梁,个,CRK04,生产领用,C,原材料库,2026/5/27 9:36:02,8,202605,YXL-JG0131,李浩然,生产,,生产领料,R20260527-6222-CQYXL,2026/5/27 0:00:00,2026/5/27 9:39:21
RZZ260527184,500110-00848-01-01,F618-前梁01,件,CRK31,检验入库,R,在制成品库,2026/5/27 9:35:38,15,202605,YXL-ZL0013W,机加1班,检验入库,,产品包装扫码入库,R20260524-6129-CQYXL-1939,2026/5/27 0:00:00,2026/5/27 9:39:22
RZZ260527184,500110-00848-01-01,F618-前梁01,件,CRK31,检验入库,R,在制成品库,2026/5/27 9:35:31,5,202605,YXL-ZL0013W,机加1班,检验入库,,产品包装扫码入库,R20260524-6129-CQYXL-1898,2026/5/27 0:00:00,2026/5/27 9:39:22
RZZ260527184,10062035-0-02,025AC前边梁,件,CRK31,检验入库,R,在制成品库,2026/5/27 9:34:33,360,202605,YXL-ZL0011,机加1班,检验入库,,产品包装扫码入库,R260525046-000-CQYXL-1886,2026/5/27 0:00:00,2026/5/27 9:36:25
RZZ260527184,500109-00312-01-16,E35横梁03,件,CRK31,检验入库,R,在制成品库,2026/5/27 9:34:33,100,202605,YXL-ZL0011,机加1班,检验入库,,产品包装扫码入库,R20260523-5988-CQYXL-1644,2026/5/27 0:00:00,2026/5/27 9:36:25
ZZKCK260527005,500109-00312-01-15,E35横梁02,个,CRK32,包装出库,C,在制成品库,2026/5/27 9:30:11,253,202605,YXL-ZC0008W,机加1班,包装转出,,产品包装扫码入出库,YXL260527_9060,2026/5/27 0:00:00,2026/5/27 9:33:41
CCPRK260527005,500109-00312-01-15,E35横梁02,个,CRK03,完工入库,R,成品库,2026/5/27 9:30:11,253,202605,YXL-ZC0008W,机加1班,生产入库,,产品包装扫码入出库,YXL260527_9060,2026/5/27 0:00:00,2026/5/27 9:33:38
R260527003,500104-00746-01-7-C/01-C-YL,AB01-746-下箱体集成水冷板左/右,个,CRK01,采购入库,R,原材料库,2026/5/27 9:25:15,60,202605,YXL-024,,采购收货,三星,,,2026/5/27 0:00:00,2026/5/27 9:30:27
R260527003,500104-00747-01-01-C/007-C-YL,AB01-747-下箱体集成水冷板左/右,个,CRK01,采购入库,R,原材料库,2026/5/27 9:25:15,60,202605,YXL-024,,采购收货,三星,,,2026/5/27 0:00:00,2026/5/27 9:30:29
PD202605-05191,500104-00746-01-01-C-YL,AB01-746-下箱体集成水冷板左,个,CRK22,盘点出库,C,原材料库,2026/5/27 9:25:07,60,202605,YXL-024,仓储部,盘点调账,,PD202605-0519,入库错误，左右共用材料,2026/5/27 0:00:00,2026/5/27 9:30:24
ZZKCK260527004,500110-00799-01-03,AWT87.3-横梁02,个,CRK32,包装出库,C,在制成品库,2026/5/27 9:15:06,200,202605,YXL-ZC0008W,机加1班,包装转出,,产品包装扫码入出库,YXL260527_9058,2026/5/27 0:00:00,2026/5/27 9:18:33
ZZKCK260527004,10062035-0-07,025AC纵梁,个,CRK32,包装出库,C,在制成品库,2026/5/27 9:15:06,400,202605,YXL-ZC0008W,机加1班,包装转出,,产品包装扫码入出库,YXL260527_9059,2026/5/27 0:00:00,2026/5/27 9:18:35
CCPRK260527004,500110-00799-01-03,AWT87.3-横梁02,个,CRK03,完工入库,R,成品库,2026/5/27 9:15:06,200,202605,YXL-ZC0008W,机加1班,生产入库,,产品包装扫码入出库,YXL260527_9058,2026/5/27 0:00:00,2026/5/27 9:18:30
CCPRK260527004,10062035-0-07,025AC纵梁,个,CRK03,完工入库,R,成品库,2026/5/27 9:15:06,400,202605,YXL-ZC0008W,机加1班,生产入库,,产品包装扫码入出库,YXL260527_9059,2026/5/27 0:00:00,2026/5/27 9:18:32
RZZ260527175,10062035-0-07,025AC纵梁,件,CRK31,检验入库,R,在制成品库,2026/5/27 9:04:38,200,202605,YXL-ZL0011,机加1班,检验入库,,产品包装扫码入库,R20260518-5725-CQYXL-0867,2026/5/27 0:00:00,2026/5/27 9:06:16
RZZ260527172,10062035-0-03,025AC左边梁,件,CRK31,检验入库,R,在制成品库,2026/5/27 8:56:46,50,202605,YXL-ZL0013W,机加1班,检验入库,,产品包装扫码入库,R20260523-5993-CQYXL-1593,2026/5/27 0:00:00,2026/5/27 9:00:21
RZZ260527172,500110-00799-01-02,AWT87.3-横梁01,件,CRK31,检验入库,R,在制成品库,2026/5/27 8:54:29,80,202605,YXL-ZL0011,机加1班,检验入库,,产品包装扫码入库,R20260525-6112-CQYXL-1916,2026/5/27 0:00:00,2026/5/27 9:00:20
ZZKCK260527003,500110-00848-01-07,F618-膨胀横梁2,个,CRK32,包装出库,C,在制成品库,2026/5/27 8:51:05,95,202605,YXL-ZC0008W,机加1班,包装转出,,产品包装扫码入出库,YXL260527_9057,2026/5/27 0:00:00,2026/5/27 8:54:20
CCPRK260527003,500110-00848-01-07,F618-膨胀横梁2,个,CRK03,完工入库,R,成品库,2026/5/27 8:51:05,95,202605,YXL-ZC0008W,机加1班,生产入库,,产品包装扫码入出库,YXL260527_9057,2026/5/27 0:00:00,2026/5/27 8:54:20
R260527002,500104-00746-01-04-B-YL,AB01-746-后膨胀梁,个,CRK01,采购入库,R,原材料库,2026/5/27 8:48:59,20,202605,YXL-024,,采购收货,新美鱼,,,2026/5/27 0:00:00,2026/5/27 8:54:21
R260527002,500104-00747-01-004-B-YL,AB01-747-后膨胀梁,个,CRK01,采购入库,R,原材料库,2026/5/27 8:48:59,20,202605,YXL-024,,采购收货,新美鱼,,,2026/5/27 0:00:00,2026/5/27 8:54:21
RZZ260527168,10062035-0-11,025AC右边梁,件,CRK31,检验入库,R,在制成品库,2026/5/27 8:42:55,51,202605,YXL-ZL0013W,机加1班,检验入库,,产品包装扫码入库,R20260526-6174-CQYXL-1928,2026/5/27 0:00:00,2026/5/27 8:45:18
RZZ260527166,500110-00799-01-03,AWT87.3-横梁02,件,CRK31,检验入库,R,在制成品库,2026/5/27 8:37:35,100,202605,YXL-ZL0011,机加1班,检验入库,,产品包装扫码入库,R20260524-6124-CQYXL-1770,2026/5/27 0:00:00,2026/5/27 8:39:20
ZZKCK260527002,BP76A-XC-06,BP76A-左边梁,个,CRK32,包装出库,C,在制成品库,2026/5/27 8:36:05,160,202605,YXL-ZC0008W,机加1班,包装转出,,产品包装扫码入出库,YXL260527_9056,2026/5/27 0:00:00,2026/5/27 8:39:20
CCPRK260527002,BP76A-XC-06,BP76A-左边梁,个,CRK03,完工入库,R,成品库,2026/5/27 8:36:05,160,202605,YXL-ZC0008W,机加1班,生产入库,,产品包装扫码入出库,YXL260527_9056,2026/5/27 0:00:00,2026/5/27 8:39:19
RZZ260527161,10062035-0-07,025AC纵梁,件,CRK31,检验入库,R,在制成品库,2026/5/27 8:23:20,200,202605,YXL-ZL0013W,机加1班,检验入库,,产品包装扫码入库,R20260524-6049-CQYXL-1843,2026/5/27 0:00:00,2026/5/27 8:27:29
RZZ260527158,10062035-0-11,025AC右边梁,件,CRK31,检验入库,R,在制成品库,2026/5/27 8:14:25,50,202605,YXL-ZL0011,机加1班,检验入库,,产品包装扫码入库,R20260524-6050-CQYXL-1904,2026/5/27 0:00:00,2026/5/27 8:18:21
RZZ260527156,BP76A-XC-06,BP76A-左边梁,件,CRK31,检验入库,R,在制成品库,2026/5/27 8:07:26,245,202605,YXL-ZL0011,机加1班,检验入库,,产品包装扫码入库,R260526002-000-CQYXL-1957,2026/5/27 0:00:00,2026/5/27 8:09:23
BGC260527018,500109-00677-01-01-YL,F3-56-前梁01,个,CRK04,生产领用,C,原材料库,2026/5/27 7:51:01,49,202605,YXL-JG0016,张浩林,生产,,生产领料,R20260527-6232-CQYXL,2026/5/27 0:00:00,2026/5/27 8:00:24
BGC260527018,500104-00518-01-05-B-YL,小卡三代-后膨胀梁,个,CRK04,生产领用,C,原材料库,2026/5/27 7:51:01,1,202605,YXL-JG0025,刘洪波,生产,,生产领料,R20260527-6252-CQYXL,2026/5/27 0:00:00,2026/5/27 8:00:24
BGC260527018,10062035-0-07-YL,025AC纵梁,个,CRK04,生产领用,C,原材料库,2026/5/27 7:51:01,98,202605,YXL-JG0025,刘洪波,生产,,生产领料,R20260527-6225-CQYXL,2026/5/27 0:00:00,2026/5/27 8:00:25
